_id,Vorname,Anzahl,Geschlecht
1696,Nour,4 oder weniger,w
1697,Noya,4 oder weniger,w
1698,Nura,4 oder weniger,w
1699,Nuria,4 oder weniger,w
1700,Nyke,4 oder weniger,w
1701,Nynke,4 oder weniger,w
1702,Nyra,4 oder weniger,w
1703,Octavia,4 oder weniger,w
1704,Odeta,4 oder weniger,w
1705,Ohorshi,4 oder weniger,w
1706,Ola,4 oder weniger,w
1707,Oleksandra,4 oder weniger,w
1708,Olimpia,4 oder weniger,w
1709,Oliwia,4 oder weniger,w
1710,Ömrüm,4 oder weniger,w
1711,Ophelia,4 oder weniger,w
1712,Orela,4 oder weniger,w
1713,Oriella,4 oder weniger,w
1714,Orla,4 oder weniger,w
1715,Oslin,4 oder weniger,w
1716,Özlem,4 oder weniger,w
1717,Panagiota,4 oder weniger,w
1718,Paniz,4 oder weniger,w
1719,Paola,4 oder weniger,w
1720,Parwa,4 oder weniger,w
1721,Pel,4 oder weniger,w
1722,Pela,4 oder weniger,w
1723,Pelin,4 oder weniger,w
1724,Pema,4 oder weniger,w
1725,Penelope,4 oder weniger,w
1726,Penka,4 oder weniger,w
1727,Pera,4 oder weniger,w
1728,Perhan,4 oder weniger,w
1729,Perwin,4 oder weniger,w
1730,Petra,4 oder weniger,w
1731,Pham,4 oder weniger,w
1732,Phelina,4 oder weniger,w
1733,Pheline,4 oder weniger,w
1734,Philia,4 oder weniger,w
1735,Philina,4 oder weniger,w
1736,Philine,4 oder weniger,w
1737,Phoebe,4 oder weniger,w
1738,Pilar,4 oder weniger,w
1739,Pola,4 oder weniger,w
1740,Polina,4 oder weniger,w
1741,Politimi,4 oder weniger,w
1742,Polly,4 oder weniger,w
1743,Pragya,4 oder weniger,w
1744,Prisha,4 oder weniger,w
1745,Purity,4 oder weniger,w
1746,Quinn-Christine,4 oder weniger,w
1747,Rafaela,4 oder weniger,w
1748,Rafaella,4 oder weniger,w
1749,Rafailia,4 oder weniger,w
1750,Raffaela,4 oder weniger,w
1751,Rahel,4 oder weniger,w
1752,Rahele,4 oder weniger,w
1753,Rahila,4 oder weniger,w
1754,Rahima,4 oder weniger,w
1755,Rahma,4 oder weniger,w
1756,Rahmat,4 oder weniger,w
1757,Rahmet,4 oder weniger,w
1758,Raiana,4 oder weniger,w
1759,Raissa,4 oder weniger,w
1760,Rajja,4 oder weniger,w
1761,Rajna,4 oder weniger,w
1762,Rama,4 oder weniger,w
1763,Ramela,4 oder weniger,w
1764,Ramona,4 oder weniger,w
1765,Rana,4 oder weniger,w
1766,Rania,4 oder weniger,w
1767,Ranim,4 oder weniger,w
1768,Ranya,4 oder weniger,w
1769,Raouda,4 oder weniger,w
1770,Raphaela,4 oder weniger,w
1771,Ravesa,4 oder weniger,w
1772,Ravza,4 oder weniger,w
1773,Raya,4 oder weniger,w
1774,Rea,4 oder weniger,w
1775,Rebecca,4 oder weniger,w
1776,Rebeka,4 oder weniger,w
1777,Rebekka,4 oder weniger,w
1778,Reemas,4 oder weniger,w
1779,Reena,4 oder weniger,w
1780,Reina,4 oder weniger,w
1781,Rejana,4 oder weniger,w
1782,Rejjan,4 oder weniger,w
1783,Relam,4 oder weniger,w
1784,Relian,4 oder weniger,w
1785,Reona,4 oder weniger,w
1786,Reyyan,4 oder weniger,w
1787,Rhea,4 oder weniger,w
1788,Riana,4 oder weniger,w
1789,Riddhi,4 oder weniger,w
1790,Rima,4 oder weniger,w
1791,Rimma,4 oder weniger,w
1792,Riola,4 oder weniger,w
1793,Riti,4 oder weniger,w
1794,Rivisaa,4 oder weniger,w
1795,Riwana,4 oder weniger,w
1796,Roana,4 oder weniger,w
1797,Roberta,4 oder weniger,w
1798,Roela,4 oder weniger,w
1799,Rofaida,4 oder weniger,w
1800,Rohey,4 oder weniger,w
1801,Roja,4 oder weniger,w
1802,Rojda,4 oder weniger,w
1803,Rokia,4 oder weniger,w
1804,Romaissa,4 oder weniger,w
1805,Romi,4 oder weniger,w
1806,Romie,4 oder weniger,w
1807,Romina,4 oder weniger,w
1808,Rosalia,4 oder weniger,w
1809,Rose,4 oder weniger,w
1810,Rosemarie,4 oder weniger,w
1811,Rosina,4 oder weniger,w
1812,Rositsa,4 oder weniger,w
1813,Rosmarie,4 oder weniger,w
1814,Roua,4 oder weniger,w
1815,Roxana,4 oder weniger,w
1816,Roya,4 oder weniger,w
1817,Rubie,4 oder weniger,w
1818,Rubina,4 oder weniger,w
1819,Ruhani,4 oder weniger,w
1820,Rukajja,4 oder weniger,w
1821,Rukan,4 oder weniger,w
1822,Rukaya,4 oder weniger,w
1823,Rumeysa,4 oder weniger,w
1824,Rumi,4 oder weniger,w
1825,Runa,4 oder weniger,w
1826,Ruth,4 oder weniger,w
1827,Ruwayda,4 oder weniger,w
1828,Ruxandra-Maria,4 oder weniger,w
1829,Rüya,4 oder weniger,w
1830,Saachi,4 oder weniger,w
1831,Saanvika,4 oder weniger,w
1832,Sabina,4 oder weniger,w
1833,Sabine,4 oder weniger,w
1834,Saboor,4 oder weniger,w
1835,Sabrin,4 oder weniger,w
1836,Sabrina,4 oder weniger,w
1837,Sade,4 oder weniger,w
1838,Sadra,4 oder weniger,w
1839,Sae,4 oder weniger,w
1840,Safa,4 oder weniger,w
1841,Safia,4 oder weniger,w
1842,Safiya,4 oder weniger,w
1843,Safiye,4 oder weniger,w
1844,Safiyyah,4 oder weniger,w
1845,Sagal,4 oder weniger,w
1846,Sahar,4 oder weniger,w
1847,Sahra,4 oder weniger,w
1848,Saida,4 oder weniger,w
1849,Sajra,4 oder weniger,w
1850,Sakina,4 oder weniger,w
1851,Saliha,4 oder weniger,w
1852,Salina,4 oder weniger,w
1853,Salma,4 oder weniger,w
1854,Salome,4 oder weniger,w
1855,Salwa,4 oder weniger,w
1856,Sama,4 oder weniger,w
1857,Sami,4 oder weniger,w
1858,Samira,4 oder weniger,w
1859,Samira-Alexia,4 oder weniger,w
1860,Samsam,4 oder weniger,w
1861,Sana,4 oder weniger,w
1862,Sandi,4 oder weniger,w
1863,Sanmayi,4 oder weniger,w
1864,Sanvika,4 oder weniger,w
1865,Sara-Marie,4 oder weniger,w
1866,Saratu,4 oder weniger,w
1867,Sare,4 oder weniger,w
1868,Sarra,4 oder weniger,w
1869,Sasha,4 oder weniger,w
1870,Sashtika,4 oder weniger,w
1871,Sati,4 oder weniger,w
1872,Sava,4 oder weniger,w
1873,Saya,4 oder weniger,w
1874,Schiphra,4 oder weniger,w
1875,Sedef,4 oder weniger,w
1876,Sedrat,4 oder weniger,w
1877,Sefora,4 oder weniger,w
1878,Sefya,4 oder weniger,w
1879,Selena,4 oder weniger,w
1880,Selia,4 oder weniger,w
1881,Selina-Maria,4 oder weniger,w
1882,Selvana,4 oder weniger,w
1883,Sema,4 oder weniger,w
1884,Sena,4 oder weniger,w
1885,Senta,4 oder weniger,w
1886,Serafina,4 oder weniger,w
1887,Serafine,4 oder weniger,w
1888,Serce,4 oder weniger,w
1889,Serena,4 oder weniger,w
1890,Serin,4 oder weniger,w
1891,Serra,4 oder weniger,w
1892,Setayesch,4 oder weniger,w
1893,Setaysh,4 oder weniger,w
1894,Sevde,4 oder weniger,w
1895,Sevina,4 oder weniger,w
1896,Shaili,4 oder weniger,w
1897,Shams,4 oder weniger,w
1898,Sharleen,4 oder weniger,w
1899,Sharleez,4 oder weniger,w
1900,Sharleny,4 oder weniger,w
1901,Sharon,4 oder weniger,w
1902,Shayen,4 oder weniger,w
1903,Shena,4 oder weniger,w
1904,Shirin,4 oder weniger,w
1905,Shivanya,4 oder weniger,w
1906,Shrinika,4 oder weniger,w
1907,Shukrona,4 oder weniger,w
1908,Shunaisly,4 oder weniger,w
1909,Sia,4 oder weniger,w
1910,Siara,4 oder weniger,w
1911,Sibella,4 oder weniger,w
1912,Sibyl,4 oder weniger,w
1913,Sidra,4 oder weniger,w
1914,Siena,4 oder weniger,w
1915,Sienna,4 oder weniger,w
1916,Sila,4 oder weniger,w
1917,Silvia,4 oder weniger,w
1918,Simeona,4 oder weniger,w
1919,Simona,4 oder weniger,w
1920,Sina,4 oder weniger,w
1921,Sisi,4 oder weniger,w
1922,Sissi,4 oder weniger,w
1923,Skadi,4 oder weniger,w
1924,Skyla,4 oder weniger,w
1925,Skylar,4 oder weniger,w
1926,Slavka,4 oder weniger,w
1927,Slwana,4 oder weniger,w
1928,Smaragda,4 oder weniger,w
1929,Sofía,4 oder weniger,w
1930,Sofia-Angelina,4 oder weniger,w
1931,Sofia-Izabella,4 oder weniger,w
1932,Sofie,4 oder weniger,w
1933,Sofiia,4 oder weniger,w
1934,Sol,4 oder weniger,w
1935,Solea,4 oder weniger,w
1936,Soley,4 oder weniger,w
1937,Sóley,4 oder weniger,w
1938,Soleya,4 oder weniger,w
1939,Solice,4 oder weniger,w
1940,Solikha,4 oder weniger,w
1941,Solin,4 oder weniger,w
1942,Solomia,4 oder weniger,w
1943,Sonia,4 oder weniger,w
1944,Sonja,4 oder weniger,w
1945,Sonya,4 oder weniger,w
1946,Sophye,4 oder weniger,w
1947,Sora,4 oder weniger,w
1948,Soraya-Marie,4 oder weniger,w
1949,Sozda,4 oder weniger,w
1950,Spandan,4 oder weniger,w
1951,Spruha,4 oder weniger,w
1952,Srinika,4 oder weniger,w
1953,Stefani,4 oder weniger,w
1954,Stefania,4 oder weniger,w
1955,Stefanie,4 oder weniger,w
1956,Stefka,4 oder weniger,w
1957,Stephanie,4 oder weniger,w
1958,Stine,4 oder weniger,w
1959,Stotra,4 oder weniger,w
1960,Stuthi,4 oder weniger,w
1961,Stuti,4 oder weniger,w
1962,Suhita,4 oder weniger,w
1963,Sumaya,4 oder weniger,w
1964,Sumeja,4 oder weniger,w
1965,Sümeyye,4 oder weniger,w
1966,Sundus,4 oder weniger,w
1967,Sunny,4 oder weniger,w
1968,Sura,4 oder weniger,w
1969,Surah,4 oder weniger,w
1970,Sureja,4 oder weniger,w
1971,Suria,4 oder weniger,w
1972,Susa,4 oder weniger,w
1973,Susanna,4 oder weniger,w
1974,Susanne,4 oder weniger,w
1975,Svea,4 oder weniger,w
1976,Svenia,4 oder weniger,w
1977,Taha,4 oder weniger,w
1978,Tahira,4 oder weniger,w
1979,Taisia,4 oder weniger,w
1980,Tajra,4 oder weniger,w
1981,Talitha,4 oder weniger,w
1982,Taliyah,4 oder weniger,w
1983,Tallulah,4 oder weniger,w
1984,Tamara,4 oder weniger,w
1985,Tanishka,4 oder weniger,w
1986,Tao,4 oder weniger,w
1987,Taqwa,4 oder weniger,w
1988,Tarangini,4 oder weniger,w
1989,Tarawat,4 oder weniger,w
1990,Tatjana,4 oder weniger,w
1991,Tatyana,4 oder weniger,w
1992,Tea,4 oder weniger,w
1993,Teana,4 oder weniger,w
1994,Tenchoe,4 oder weniger,w
1995,Teodora-Elisabeta,4 oder weniger,w
1996,Teona,4 oder weniger,w
1997,Teresa,4 oder weniger,w
1998,Terézia,4 oder weniger,w
1999,Tessa,4 oder weniger,w
2000,Thalea,4 oder weniger,w
2001,Thaleia,4 oder weniger,w
2002,Thalia,4 oder weniger,w
2003,Tharunika,4 oder weniger,w
2004,Theodora,4 oder weniger,w
2005,Therese,4 oder weniger,w
2006,Theresia,4 oder weniger,w
2007,Tia,4 oder weniger,w
2008,Tiaraoluwa,4 oder weniger,w
2009,Tilli,4 oder weniger,w
2010,Tillie,4 oder weniger,w
2011,Timea,4 oder weniger,w
2012,Tina,4 oder weniger,w
2013,Tinka,4 oder weniger,w
2014,Tirana,4 oder weniger,w
2015,Tirza,4 oder weniger,w
2016,Tochi,4 oder weniger,w
2017,Toja,4 oder weniger,w
2018,Tomoe,4 oder weniger,w
2019,Toni,4 oder weniger,w
2020,Torvi,4 oder weniger,w
2021,Tosca,4 oder weniger,w
2022,Tove,4 oder weniger,w
2023,Triana,4 oder weniger,w
2024,Triantafyllia,4 oder weniger,w
2025,Tringa,4 oder weniger,w
2026,Trishika,4 oder weniger,w
2027,Triza,4 oder weniger,w
2028,Tselmeg,4 oder weniger,w
2029,Tuệ,4 oder weniger,w
2030,Tuana,4 oder weniger,w
2031,Tuba,4 oder weniger,w
2032,Tulin,4 oder weniger,w
2033,Tuuli,4 oder weniger,w
2034,Ukti,4 oder weniger,w
2035,Ülkü,4 oder weniger,w
2036,Uma,4 oder weniger,w
2037,Umaymah,4 oder weniger,w
2038,Umayrah,4 oder weniger,w
2039,Umeja,4 oder weniger,w
2040,Umma,4 oder weniger,w
2041,Uriela,4 oder weniger,w
2042,Vaani,4 oder weniger,w
2043,Valea,4 oder weniger,w
2044,Valery,4 oder weniger,w
2045,Vanessa,4 oder weniger,w
2046,Vanshika,4 oder weniger,w
2047,Varin,4 oder weniger,w
2048,Varwara,4 oder weniger,w
2049,Vasilija,4 oder weniger,w
2050,Vasiliki,4 oder weniger,w
2051,Vasiliki-Lili,4 oder weniger,w
2052,Vasilisa,4 oder weniger,w
2053,Vega,4 oder weniger,w
2054,Venera,4 oder weniger,w
2055,Veneta,4 oder weniger,w
2056,Venus,4 oder weniger,w
2057,Verena,4 oder weniger,w
2058,Verity,4 oder weniger,w
2059,Veronica,4 oder weniger,w
2060,Veronika,4 oder weniger,w
2061,Veronika-Maria,4 oder weniger,w
2062,Vesna,4 oder weniger,w
2063,Vicotria,4 oder weniger,w
2064,Victoria-Sophie,4 oder weniger,w
2065,Vida,4 oder weniger,w
2066,Viha,4 oder weniger,w
2067,Viktorija,4 oder weniger,w
2068,Vinda,4 oder weniger,w
2069,Violeta,4 oder weniger,w
2070,Violetta,4 oder weniger,w
2071,Virginia,4 oder weniger,w
2072,Vittoria,4 oder weniger,w
2073,Viva,4 oder weniger,w
2074,Vivian,4 oder weniger,w
2075,Viviana,4 oder weniger,w
2076,Vivienne,4 oder weniger,w
2077,Viya,4 oder weniger,w
2078,Vjollca,4 oder weniger,w
2079,Walaa,4 oder weniger,w
2080,Wanda,4 oder weniger,w
2081,Wania,4 oder weniger,w
2082,Wateen,4 oder weniger,w
2083,Welwitschia,4 oder weniger,w
2084,Weronika,4 oder weniger,w
2085,Wiedi,4 oder weniger,w
2086,Wiktoria,4 oder weniger,w
2087,Wilhelmine,4 oder weniger,w
2088,Wilma,4 oder weniger,w
2089,Winifred,4 oder weniger,w
2090,Winnie,4 oder weniger,w
2091,Wolke,4 oder weniger,w
2092,Wyam,4 oder weniger,w
2093,Xhezide,4 oder weniger,w
2094,Xiana,4 oder weniger,w
2095,Yade,4 oder weniger,w
2096,Yael,4 oder weniger,w
2097,Yağmur,4 oder weniger,w
2098,Yagnasri,4 oder weniger,w
2099,Yali,4 oder weniger,w
2100,Yalini,4 oder weniger,w
2101,Yanina,4 oder weniger,w
2102,Yanitsa,4 oder weniger,w
2103,Yaren,4 oder weniger,w
2104,Yasamin,4 oder weniger,w
2105,Yasemin,4 oder weniger,w
2106,Yasmina,4 oder weniger,w
2107,Yasna,4 oder weniger,w
2108,Yazhini,4 oder weniger,w
2109,Yelda,4 oder weniger,w
2110,Yeva,4 oder weniger,w
2111,Yeya,4 oder weniger,w
2112,Yilin,4 oder weniger,w
2113,Yllka,4 oder weniger,w
2114,Ylva,4 oder weniger,w
2115,Ylvi,4 oder weniger,w
2116,Ylvie,4 oder weniger,w
2117,Yoana,4 oder weniger,w
2118,Yoran,4 oder weniger,w
2119,Yosr,4 oder weniger,w
2120,Youji,4 oder weniger,w
2121,Yu-Na,4 oder weniger,w
2122,Yuki,4 oder weniger,w
2123,Yukiha,4 oder weniger,w
2124,Yuli,4 oder weniger,w
2125,Yumna,4 oder weniger,w
2126,Yuqin,4 oder weniger,w
2127,Yusra,4 oder weniger,w
2128,Zafina,4 oder weniger,w
2129,Zafiya,4 oder weniger,w
2130,Zahida,4 oder weniger,w
2131,Zahira,4 oder weniger,w
2132,Zahra,4 oder weniger,w
2133,Zaina,4 oder weniger,w
2134,Zamfira-Nadejda,4 oder weniger,w
2135,Zara,4 oder weniger,w
2136,Zaya,4 oder weniger,w
2137,Zayla,4 oder weniger,w
2138,Zaynab,4 oder weniger,w
2139,Zehra,4 oder weniger,w
2140,Zelal,4 oder weniger,w
2141,Zelda,4 oder weniger,w
2142,Zenab,4 oder weniger,w
2143,Zenap,4 oder weniger,w
2144,Zhaklin,4 oder weniger,w
2145,Zhuri,4 oder weniger,w
2146,Ziana,4 oder weniger,w
2147,Zilin,4 oder weniger,w
2148,Zimal,4 oder weniger,w
2149,Zinat,4 oder weniger,w
2150,Zita-Sophia,4 oder weniger,w
2151,Zlatoslava,4 oder weniger,w
2152,Zoë,4 oder weniger,w
2153,Zoey,4 oder weniger,w
2154,Zofia,4 oder weniger,w
2155,Zoi,4 oder weniger,w
2156,Zoya,4 oder weniger,w
2157,Zsófia,4 oder weniger,w
2158,Zuhaira,4 oder weniger,w
2159,Zümra,4 oder weniger,w
2160,Zuri,4 oder weniger,w
2161,Zuria,4 oder weniger,w
2162,Zuzanna,4 oder weniger,w
2163,Maximilian,104,m
2164,Anton,101,m
2165,Emil,90,m
2166,Felix,88,m
2167,Jonas,88,m
2168,Lukas,83,m
2169,Leon,81,m
2170,Noah,76,m
2171,Paul,72,m
2172,Moritz,71,m
2173,Jakob,64,m
2174,Luca,64,m
2175,Elias,63,m
2176,Samuel,63,m
2177,Valentin,63,m
2178,Julian,62,m
2179,Ludwig,62,m
2180,Alexander,61,m
2181,David,61,m
2182,Levi,59,m
2183,Leo,57,m
2184,Liam,55,m
2185,Luis,55,m
2186,Louis,54,m
2187,Oskar,53,m
2188,Theo,48,m
2189,Vincent,48,m
2190,Leopold,47,m
2191,Luka,47,m
2192,Adam,43,m
2193,Benjamin,42,m
2194,Jonathan,42,m
2195,Mateo,41,m
2196,Theodor,41,m
2197,Matteo,40,m
2198,Finn,38,m
2199,Ferdinand,37,m
2200,Gabriel,36,m
2201,Ben,35,m
2202,Henry,35,m
2203,Leonard,34,m
2204,Linus,34,m
2205,Jonah,33,m
2206,Kilian,31,m
2207,Toni,30,m
2208,Daniel,29,m
2209,Konstantin,29,m
2210,Simon,29,m
2211,Julius,28,m
2212,Milo,28,m
2213,Raphael,28,m
2214,Max,27,m
2215,Adrian,26,m
2216,Sebastian,26,m
2217,Jona,25,m
2218,Niklas,25,m
2219,Oliver,25,m
2220,Karl,24,m
2221,Leonardo,24,m
2222,Benedikt,23,m
2223,Milan,23,m
2224,Carlo,21,m
2225,Emilio,21,m
2226,Hamza,21,m
2227,Malik,21,m
2228,Rafael,21,m
2229,Tim,21,m
2230,Bruno,20,m
2231,Johann,20,m
2232,Lorenz,20,m
2233,Nicolas,20,m
2234,Philipp,20,m
2235,Carl,19,m
2236,Johannes,19,m
2237,Lian,19,m
2238,Filip,18,m
2239,Franz,18,m
2240,Henri,18,m
2241,Lio,18,m
2242,Maxim,18,m
2243,Mika,18,m
2244,Erik,17,m
2245,Lucas,17,m
2246,Oscar,17,m
2247,Amir,16,m
2248,Arthur,16,m
2249,Frederik,16,m
2250,Jan,16,m
2251,Kian,16,m
2252,Leander,16,m
2253,Miran,16,m
2254,Robin,16,m
2255,Tom,16,m
2256,Aaron,15,m
2257,Arian,15,m
2258,August,15,m
2259,Constantin,15,m
2260,Emilian,15,m
2261,Fabian,15,m
2262,Ilyas,15,m
2263,Mohammad,15,m
2264,Ali,14,m
2265,Antonio,14,m
2266,Gustav,14,m
2267,Michael,14,m
2268,Muhammad,14,m
2269,Noel,14,m
2270,Thomas,14,m
2271,Xaver,14,m
2272,Diego,13,m
2273,Dominik,13,m
2274,Emir,13,m
2275,Josef,13,m
2276,Joshua,13,m
2277,Quirin,13,m
2278,Timo,13,m
2279,Aras,12,m
2280,Aron,12,m
2281,Caspar,12,m
2282,Charlie,12,m
2283,Mats,12,m
2284,Nico,12,m
2285,Nino,12,m
2286,Victor,12,m
2287,Viktor,12,m
2288,Ayaz,11,m
2289,Elian,11,m
2290,Fritz,11,m
2291,Hannes,11,m
2292,Hugo,11,m
2293,Kaan,11,m
2294,Leonhard,11,m
2295,Mert,11,m
2296,Neo,11,m
2297,Nikolas,11,m
2298,Pablo,11,m
2299,Rayan,11,m
2300,William,11,m
2301,Zayn,11,m
2302,Adin,10,m
2303,Amar,10,m
2304,Armin,10,m
2305,Jannis,10,m
2306,Korbinian,10,m
2307,Levin,10,m
2308,Marlon,10,m
2309,Martin,10,m
2310,Matthias,10,m
2311,Mattis,10,m
2312,Musa,10,m
2313,Sam,10,m
2314,Stefan,10,m
2315,Yasin,10,m
2316,Yusuf,10,m
2317,Benno,9,m
2318,Deniz,9,m
2319,Ibrahim,9,m
2320,Isa,9,m
2321,Ivan,9,m
2322,Jacob,9,m
2323,Janosch,9,m
2324,Laurin,9,m
2325,Manuel,9,m
2326,Mark,9,m
2327,Marko,9,m
2328,Mohamed,9,m
2329,Omar,9,m
2330,Tobias,9,m
2331,Andreas,8,m
2332,Aren,8,m
2333,Aris,8,m
2334,Damian,8,m
2335,Elio,8,m
2336,Elyas,8,m
2337,Florian,8,m
2338,Georgios,8,m
2339,Kai,8,m
2340,Lars,8,m
2341,Leonidas,8,m
2342,Lion,8,m
2343,Lionel,8,m
2344,Mustafa,8,m
2345,Nikola,8,m
2346,Noar,8,m
2347,Otto,8,m
2348,Richard,8,m
2349,Thilo,8,m
2350,Valentino,8,m
2351,Achilleas,7,m
2352,Aleksandar,7,m
2353,Aslan,7,m
2354,Augustin,7,m
2355,Can,7,m
2356,Clemens,7,m
2357,Daris,7,m
2358,Davud,7,m
2359,Edis,7,m
2360,Elia,7,m
2361,Friedrich,7,m
2362,Fynn,7,m
2363,Jannik,7,m
2364,John,7,m
2365,Karlo,7,m
2366,Konstantinos,7,m
2367,Leandro,7,m
2368,Lennard,7,m
2369,Luke,7,m
2370,Matti,7,m
2371,Mohammed,7,m
2372,Niko,7,m
2373,Rio,7,m
2374,Ruben,7,m
2375,Vito,7,m
2376,Aggelos,6,m
2377,Alessandro,6,m
2378,Alessio,6,m
2379,Anas,6,m
2380,Andrej,6,m
2381,Ari,6,m
2382,Bastian,6,m
2383,Christian,6,m
2384,Dejan,6,m
2385,Emin,6,m
2386,Enzo,6,m
2387,Fabio,6,m
2388,Georg,6,m
2389,Harun,6,m
2390,Ilias,6,m
2391,Jakub,6,m
2392,Jasper,6,m
2393,Jovan,6,m
2394,Kenan,6,m
2395,Lasse,6,m
2396,Lino,6,m
2397,Lorenzo,6,m
2398,Loris,6,m
2399,Luan,6,m
2400,Mads,6,m
2401,Maksim,6,m
2402,Matheo,6,m
2403,Noa,6,m
2404,Ömer,6,m
2405,Sami,6,m
2406,Teodor,6,m
2407,Tian,6,m
2408,Titus,6,m
2409,Vinzent,6,m
2410,Youssef,6,m
2411,Zeno,6,m
2412,Ahmad,5,m
2413,Aiden,5,m
2414,Alois,5,m
2415,Carlos,5,m
2416,Danilo,5,m
2417,Darius,5,m
2418,Denis,5,m
2419,Dion,5,m
2420,Dorian,5,m
2421,Emran,5,m
2422,Gregor,5,m
2423,Henrik,5,m
2424,Imran,5,m
2425,Ioannis,5,m
2426,Isaac,5,m
2427,Jakov,5,m
2428,Jaron,5,m
2429,Joel,5,m
2430,Kaspar,5,m
2431,Kevin,5,m
2432,Laurenz,5,m
2433,Leano,5,m
2434,Lev,5,m
2435,Marcel,5,m
2436,Marco,5,m
2437,Marlo,5,m
2438,Mattia,5,m
2439,Miguel,5,m
2440,Mio,5,m
2441,Nael,5,m
2442,Nelio,5,m
2443,Nikolaos,5,m
2444,Nils,5,m
2445,Patrick,5,m
2446,Petar,5,m
2447,Poyraz,5,m
2448,Roman,5,m
2449,Romeo,5,m
2450,Silas,5,m
2451,Thiago,5,m
2452,Vitus,5,m
2453,Yunus,5,m
2454,Aadhidev,4 oder weniger,m
2455,Aadish,4 oder weniger,m
2456,Aadvik,4 oder weniger,m
2457,Aaradhy,4 oder weniger,m
2458,Aarav,4 oder weniger,m
2459,Aaro,4 oder weniger,m
2460,Aaryan,4 oder weniger,m
2461,Aatos,4 oder weniger,m
2462,Aayansh,4 oder weniger,m
2463,Abbas,4 oder weniger,m
2464,Abd,4 oder weniger,m
2465,Abdelhadi,4 oder weniger,m
2466,Abdirahman,4 oder weniger,m
2467,Abdirauf,4 oder weniger,m
2468,Abdiwaduud,4 oder weniger,m
2469,Abdou-Malikh,4 oder weniger,m
2470,Abdoul,4 oder weniger,m
2471,Abdoul-Khabir,4 oder weniger,m
2472,Abdul,4 oder weniger,m
2473,Abdulai,4 oder weniger,m
2474,Abdulfattah,4 oder weniger,m
2475,Abdulkerim,4 oder weniger,m
2476,Abdullah,4 oder weniger,m
2477,Abdullatif,4 oder weniger,m
2478,Abdulraheem,4 oder weniger,m
2479,Abdulrahman,4 oder weniger,m
2480,Abdurahim,4 oder weniger,m
2481,Abdurrahman,4 oder weniger,m
2482,Abdusalam,4 oder weniger,m
2483,Abe,4 oder weniger,m
2484,Abel,4 oder weniger,m
2485,Abraham,4 oder weniger,m
2486,Achilleus,4 oder weniger,m
2487,Adan,4 oder weniger,m
2488,Adel,4 oder weniger,m
2489,Adem,4 oder weniger,m
2490,Adham,4 oder weniger,m
2491,Adhav,4 oder weniger,m
2492,Adhrit,4 oder weniger,m
2493,Adhrut,4 oder weniger,m
2494,Adhyahsh,4 oder weniger,m
2495,Adi,4 oder weniger,m
2496,Adian,4 oder weniger,m
2497,Adil,4 oder weniger,m
2498,Ador,4 oder weniger,m
2499,Adri,4 oder weniger,m
2500,Adriano,4 oder weniger,m
2501,Adrien,4 oder weniger,m
2502,Adrijan,4 oder weniger,m
2503,Adrijano,4 oder weniger,m
2504,Adrik,4 oder weniger,m
2505,Advaith,4 oder weniger,m
2506,Advan,4 oder weniger,m
2507,Advit,4 oder weniger,m
2508,Adyan,4 oder weniger,m
2509,Agastya,4 oder weniger,m
2510,Agnij,4 oder weniger,m
2511,Agoney,4 oder weniger,m
2512,Ahad,4 oder weniger,m
2513,Ahil,4 oder weniger,m
2514,Ahmadshah,4 oder weniger,m
2515,Ahmed,4 oder weniger,m
2516,Ahmet,4 oder weniger,m
2517,Ahzab,4 oder weniger,m
2518,Aiman,4 oder weniger,m
2519,Aimen,4 oder weniger,m
2520,Aimo,4 oder weniger,m
2521,Ajan,4 oder weniger,m
2522,Ajas,4 oder weniger,m
2523,Ajaweed,4 oder weniger,m
2524,Ajni,4 oder weniger,m
2525,Ajnur,4 oder weniger,m
2526,Akar,4 oder weniger,m
2527,Akaran,4 oder weniger,m
2528,Akif,4 oder weniger,m
2529,Akil,4 oder weniger,m
2530,Akim,4 oder weniger,m
2531,Akmal,4 oder weniger,m
2532,Alain,4 oder weniger,m
2533,Alan,4 oder weniger,m
2534,Albert,4 oder weniger,m
2535,Alberto,4 oder weniger,m
2536,Albrecht,4 oder weniger,m
2537,Albrim,4 oder weniger,m
2538,Aldjon,4 oder weniger,m
2539,Aldo,4 oder weniger,m
2540,Alec,4 oder weniger,m
2541,Alehsan,4 oder weniger,m
2542,Alejandro,4 oder weniger,m
2543,Aleksa,4 oder weniger,m
2544,Aleksander,4 oder weniger,m
2545,Aleksandr,4 oder weniger,m
2546,Aleksandre,4 oder weniger,m
2547,Aleksandros,4 oder weniger,m
2548,Aleksei,4 oder weniger,m
2549,Aleksej,4 oder weniger,m
2550,Aleksi,4 oder weniger,m
2551,Alem,4 oder weniger,m
2552,Alen,4 oder weniger,m
2553,Alex,4 oder weniger,m
2554,Alexander-Matei,4 oder weniger,m
2555,Alexandro,4 oder weniger,m
2556,Alexandros,4 oder weniger,m
2557,Alexandros-Paisios,4 oder weniger,m
2558,Alexei,4 oder weniger,m
2559,Alexios,4 oder weniger,m
2560,Alexis,4 oder weniger,m
2561,Alfonso,4 oder weniger,m
2562,Alfred,4 oder weniger,m
2563,Alfredo,4 oder weniger,m
2564,Ali-Muntazir,4 oder weniger,m
