_id,Vorname,Anzahl,Geschlecht
919,Florina,4 oder weniger,w
920,Florine,4 oder weniger,w
921,Flourish,4 oder weniger,w
922,Foteini,4 oder weniger,w
923,Franca,4 oder weniger,w
924,Francesca,4 oder weniger,w
925,Francisca,4 oder weniger,w
926,Franka,4 oder weniger,w
927,Freda,4 oder weniger,w
928,Frederica,4 oder weniger,w
929,Freyja,4 oder weniger,w
930,Friederike,4 oder weniger,w
931,Fritza,4 oder weniger,w
932,Fritzi,4 oder weniger,w
933,Frona,4 oder weniger,w
934,Gabriela-Claudia,4 oder weniger,w
935,Gabriella,4 oder weniger,w
936,Gaia,4 oder weniger,w
937,Galina,4 oder weniger,w
938,Galini,4 oder weniger,w
939,Georgia,4 oder weniger,w
940,Georgina,4 oder weniger,w
941,Gergana,4 oder weniger,w
942,Gesa,4 oder weniger,w
943,Gia,4 oder weniger,w
944,Gia-Han,4 oder weniger,w
945,Giada,4 oder weniger,w
946,Gianna,4 oder weniger,w
947,Giláh,4 oder weniger,w
948,Giliana,4 oder weniger,w
949,Gioia,4 oder weniger,w
950,Giovanna,4 oder weniger,w
951,Gisu,4 oder weniger,w
952,Gleza,4 oder weniger,w
953,Gloria,4 oder weniger,w
954,Greta,4 oder weniger,w
955,Guadalupe,4 oder weniger,w
956,Guinevere,4 oder weniger,w
957,Gul,4 oder weniger,w
958,Gülbahar,4 oder weniger,w
959,Gülbana,4 oder weniger,w
960,Guliana,4 oder weniger,w
961,Güliz,4 oder weniger,w
962,Gülnaz,4 oder weniger,w
963,Gülten,4 oder weniger,w
964,Gwendolin,4 oder weniger,w
965,Haadiya,4 oder weniger,w
966,Haasika,4 oder weniger,w
967,Hada,4 oder weniger,w
968,Hadia,4 oder weniger,w
969,Hadiya,4 oder weniger,w
970,Hafsa,4 oder weniger,w
971,Hailey,4 oder weniger,w
972,Hala,4 oder weniger,w
973,Haley,4 oder weniger,w
974,Halima,4 oder weniger,w
975,Hamta,4 oder weniger,w
976,Hanani,4 oder weniger,w
977,Hani,4 oder weniger,w
978,Hania,4 oder weniger,w
979,Hanifa,4 oder weniger,w
980,Haniya,4 oder weniger,w
981,Hanna-Leonor,4 oder weniger,w
982,Hannah-Fey,4 oder weniger,w
983,Hanne,4 oder weniger,w
984,Hanvitha,4 oder weniger,w
985,Haram,4 oder weniger,w
986,Harea,4 oder weniger,w
987,Hareem,4 oder weniger,w
988,Harisa,4 oder weniger,w
989,Hasinat,4 oder weniger,w
990,Hatice,4 oder weniger,w
991,Hatidza,4 oder weniger,w
992,Hava,4 oder weniger,w
993,Havin,4 oder weniger,w
994,Havva,4 oder weniger,w
995,Hawa,4 oder weniger,w
996,Hayat,4 oder weniger,w
997,Hayley,4 oder weniger,w
998,Hazal,4 oder weniger,w
999,Hazel,4 oder weniger,w
1000,Heaven,4 oder weniger,w
1001,Heavenly,4 oder weniger,w
1002,Hedda,4 oder weniger,w
1003,Hedy,4 oder weniger,w
1004,Heidi,4 oder weniger,w
1005,Helen,4 oder weniger,w
1006,Helena-Luisa,4 oder weniger,w
1007,Helia,4 oder weniger,w
1008,Helin,4 oder weniger,w
1009,Hella,4 oder weniger,w
1010,Helma,4 oder weniger,w
1011,Hënora,4 oder weniger,w
1012,Hermina,4 oder weniger,w
1013,Hermine,4 oder weniger,w
1014,Hevin,4 oder weniger,w
1015,Hewin,4 oder weniger,w
1016,Hila,4 oder weniger,w
1017,Hilda,4 oder weniger,w
1018,Hilde,4 oder weniger,w
1019,Hira,4 oder weniger,w
1020,Hivy,4 oder weniger,w
1021,Hiyabel,4 oder weniger,w
1022,Ho,4 oder weniger,w
1023,Holly,4 oder weniger,w
1024,Honoka,4 oder weniger,w
1025,Hosanna,4 oder weniger,w
1026,Hosna,4 oder weniger,w
1027,Hristina,4 oder weniger,w
1028,Huda,4 oder weniger,w
1029,Humaida,4 oder weniger,w
1030,Hümeyra,4 oder weniger,w
1031,Husna,4 oder weniger,w
1032,Iara,4 oder weniger,w
1033,Idvin,4 oder weniger,w
1034,İkra,4 oder weniger,w
1035,Ikra,4 oder weniger,w
1036,İla,4 oder weniger,w
1037,Ila,4 oder weniger,w
1038,Ilaaf,4 oder weniger,w
1039,Ilan,4 oder weniger,w
1040,Ilaria,4 oder weniger,w
1041,İlay,4 oder weniger,w
1042,Ilay,4 oder weniger,w
1043,Ilayda,4 oder weniger,w
1044,Ilda,4 oder weniger,w
1045,Ilektra,4 oder weniger,w
1046,Ilena,4 oder weniger,w
1047,Ilenia,4 oder weniger,w
1048,Ileya,4 oder weniger,w
1049,Ilham,4 oder weniger,w
1050,Iliana,4 oder weniger,w
1051,Ilinca,4 oder weniger,w
1052,Iliz,4 oder weniger,w
1053,Ilma,4 oder weniger,w
1054,Ilvy,4 oder weniger,w
1055,Imani,4 oder weniger,w
1056,Ina,4 oder weniger,w
1057,Inaaya,4 oder weniger,w
1058,Inaia,4 oder weniger,w
1059,Inara,4 oder weniger,w
1060,Inas,4 oder weniger,w
1061,Inba,4 oder weniger,w
1062,Ines,4 oder weniger,w
1063,Inés,4 oder weniger,w
1064,Ingrid,4 oder weniger,w
1065,Inla,4 oder weniger,w
1066,Insa,4 oder weniger,w
1067,Ioana-Ozana,4 oder weniger,w
1068,Ioanna,4 oder weniger,w
1069,Ioanna-Eirini,4 oder weniger,w
1070,Ioli,4 oder weniger,w
1071,Iona,4 oder weniger,w
1072,Iosifina,4 oder weniger,w
1073,İpek,4 oder weniger,w
1074,Ira,4 oder weniger,w
1075,Iraia,4 oder weniger,w
1076,Iraida,4 oder weniger,w
1077,Iram,4 oder weniger,w
1078,Irene,4 oder weniger,w
1079,Iria,4 oder weniger,w
1080,Irida,4 oder weniger,w
1081,Irina,4 oder weniger,w
1082,Irini,4 oder weniger,w
1083,Irma,4 oder weniger,w
1084,Isabela-Maria,4 oder weniger,w
1085,Isabell,4 oder weniger,w
1086,Isabell-Clara,4 oder weniger,w
1087,Ishani,4 oder weniger,w
1088,Ishitha,4 oder weniger,w
1089,Isis,4 oder weniger,w
1090,Isla,4 oder weniger,w
1091,Isolde,4 oder weniger,w
1092,Isra,4 oder weniger,w
1093,Israa,4 oder weniger,w
1094,Ithar,4 oder weniger,w
1095,Ivana,4 oder weniger,w
1096,Ivanka,4 oder weniger,w
1097,Ivanna,4 oder weniger,w
1098,Ivanshi,4 oder weniger,w
1099,Ivien,4 oder weniger,w
1100,Iyanu,4 oder weniger,w
1101,Iye,4 oder weniger,w
1102,Iyra,4 oder weniger,w
1103,Izabel,4 oder weniger,w
1104,Izabela,4 oder weniger,w
1105,Jada,4 oder weniger,w
1106,Jade,4 oder weniger,w
1107,Jade-Faye,4 oder weniger,w
1108,Jaimie,4 oder weniger,w
1109,Jaine,4 oder weniger,w
1110,Jaliya,4 oder weniger,w
1111,Jamie-Lou,4 oder weniger,w
1112,Jamila,4 oder weniger,w
1113,Janah,4 oder weniger,w
1114,Janan,4 oder weniger,w
1115,Jane,4 oder weniger,w
1116,Janika,4 oder weniger,w
1117,Janna,4 oder weniger,w
1118,Jannah,4 oder weniger,w
1119,Jannat,4 oder weniger,w
1120,Janne,4 oder weniger,w
1121,Jaqueline,4 oder weniger,w
1122,Jara,4 oder weniger,w
1123,Jasmina,4 oder weniger,w
1124,Jasvika,4 oder weniger,w
1125,Jayla,4 oder weniger,w
1126,Jázmin,4 oder weniger,w
1127,Jehan,4 oder weniger,w
1128,Jelena,4 oder weniger,w
1129,Jella,4 oder weniger,w
1130,Jemima,4 oder weniger,w
1131,Jennifer,4 oder weniger,w
1132,Jerina,4 oder weniger,w
1133,Jessica,4 oder weniger,w
1134,Jioanna,4 oder weniger,w
1135,Jivana,4 oder weniger,w
1136,Joana,4 oder weniger,w
1137,Joanna,4 oder weniger,w
1138,Jolie,4 oder weniger,w
1139,Jolina,4 oder weniger,w
1140,Jolynn,4 oder weniger,w
1141,Jona,4 oder weniger,w
1142,Jonila,4 oder weniger,w
1143,Jonna,4 oder weniger,w
1144,Jordana,4 oder weniger,w
1145,Jordyn,4 oder weniger,w
1146,Josefa,4 oder weniger,w
1147,Josefina,4 oder weniger,w
1148,Josepha,4 oder weniger,w
1149,Josephina,4 oder weniger,w
1150,Josie,4 oder weniger,w
1151,Josine,4 oder weniger,w
1152,Joud,4 oder weniger,w
1153,Joury,4 oder weniger,w
1154,Jovana,4 oder weniger,w
1155,Joy,4 oder weniger,w
1156,Joya-Anabel,4 oder weniger,w
1157,Juanita,4 oder weniger,w
1158,Judy,4 oder weniger,w
1159,Jule,4 oder weniger,w
1160,Juli,4 oder weniger,w
1161,Juliana,4 oder weniger,w
1162,Juliane,4 oder weniger,w
1163,Julie,4 oder weniger,w
1164,Juliet,4 oder weniger,w
1165,Juliette,4 oder weniger,w
1166,Julliet,4 oder weniger,w
1167,Juni,4 oder weniger,w
1168,Junipa,4 oder weniger,w
1169,Junisa,4 oder weniger,w
1170,Juno,4 oder weniger,w
1171,Kaede,4 oder weniger,w
1172,Kailana,4 oder weniger,w
1173,Kaira,4 oder weniger,w
1174,Kaja,4 oder weniger,w
1175,Kalea,4 oder weniger,w
1176,Kalia,4 oder weniger,w
1177,Kaliana,4 oder weniger,w
1178,Kalina,4 oder weniger,w
1179,Kalotta,4 oder weniger,w
1180,Kaltrina,4 oder weniger,w
1181,Kamelia,4 oder weniger,w
1182,Kamila,4 oder weniger,w
1183,Kamilah,4 oder weniger,w
1184,Kara,4 oder weniger,w
1185,Karina-Elena,4 oder weniger,w
1186,Karla-Helena,4 oder weniger,w
1187,Karlie,4 oder weniger,w
1188,Karlotta,4 oder weniger,w
1189,Karoline,4 oder weniger,w
1190,Kata,4 oder weniger,w
1191,Katalina,4 oder weniger,w
1192,Kate,4 oder weniger,w
1193,Katelynn,4 oder weniger,w
1194,Katerina,4 oder weniger,w
1195,Katherine,4 oder weniger,w
1196,Katja,4 oder weniger,w
1197,Katrina,4 oder weniger,w
1198,Katya,4 oder weniger,w
1199,Kavatine,4 oder weniger,w
1200,Kawsar,4 oder weniger,w
1201,Kaya,4 oder weniger,w
1202,Kayan,4 oder weniger,w
1203,Kaylah,4 oder weniger,w
1204,Kayra,4 oder weniger,w
1205,Kenz,4 oder weniger,w
1206,Keti,4 oder weniger,w
1207,Keziban-Ikra,4 oder weniger,w
1208,Khadija,4 oder weniger,w
1209,Kiana,4 oder weniger,w
1210,Kielya,4 oder weniger,w
1211,Kiera,4 oder weniger,w
1212,Kim,4 oder weniger,w
1213,Kim-Anh,4 oder weniger,w
1214,Kimaya,4 oder weniger,w
1215,Kimberly,4 oder weniger,w
1216,Kimi,4 oder weniger,w
1217,Kinsi,4 oder weniger,w
1218,Kioni,4 oder weniger,w
1219,Kirsten,4 oder weniger,w
1220,Kiswah,4 oder weniger,w
1221,Kitana,4 oder weniger,w
1222,Kiyana,4 oder weniger,w
1223,Klara-Miruna,4 oder weniger,w
1224,Klaudia,4 oder weniger,w
1225,Klea,4 oder weniger,w
1226,Klio,4 oder weniger,w
1227,Kokoro,4 oder weniger,w
1228,Kotoha,4 oder weniger,w
1229,Krasimira,4 oder weniger,w
1230,Kremena,4 oder weniger,w
1231,Krisha,4 oder weniger,w
1232,Krishna,4 oder weniger,w
1233,Krisiya,4 oder weniger,w
1234,Kristallia,4 oder weniger,w
1235,Kristel,4 oder weniger,w
1236,Kristen,4 oder weniger,w
1237,Kristina,4 oder weniger,w
1238,Kristiyana,4 oder weniger,w
1239,Kseniia,4 oder weniger,w
1240,Ksenija,4 oder weniger,w
1241,Kudret,4 oder weniger,w
1242,Kyara,4 oder weniger,w
1243,Kyla,4 oder weniger,w
1244,Kyra,4 oder weniger,w
1245,Ladina,4 oder weniger,w
1246,Laetitia,4 oder weniger,w
1247,Laetizia,4 oder weniger,w
1248,Laia,4 oder weniger,w
1249,Laila,4 oder weniger,w
1250,Laïla,4 oder weniger,w
1251,Lalisa,4 oder weniger,w
1252,Lamia,4 oder weniger,w
1253,Lamija,4 oder weniger,w
1254,Landra,4 oder weniger,w
1255,Lani,4 oder weniger,w
1256,Laren,4 oder weniger,w
1257,Larin,4 oder weniger,w
1258,Larissa,4 oder weniger,w
1259,Latika,4 oder weniger,w
1260,Lavin,4 oder weniger,w
1261,Lavina,4 oder weniger,w
1262,Lavinia,4 oder weniger,w
1263,Lavinya,4 oder weniger,w
1264,Layan,4 oder weniger,w
1265,Layana,4 oder weniger,w
1266,Layla,4 oder weniger,w
1267,Layya,4 oder weniger,w
1268,Léa,4 oder weniger,w
1269,Leana,4 oder weniger,w
1270,Leandra,4 oder weniger,w
1271,Learta,4 oder weniger,w
1272,Leen,4 oder weniger,w
1273,Leia,4 oder weniger,w
1274,Leila,4 oder weniger,w
1275,Lejana,4 oder weniger,w
1276,Lejna,4 oder weniger,w
1277,Lene,4 oder weniger,w
1278,Lenja,4 oder weniger,w
1279,Lenka,4 oder weniger,w
1280,Leoni,4 oder weniger,w
1281,Leonita,4 oder weniger,w
1282,Leonore,4 oder weniger,w
1283,Leticia,4 oder weniger,w
1284,Letizia,4 oder weniger,w
1285,Levdora,4 oder weniger,w
1286,Leya,4 oder weniger,w
1287,Leya-Louise,4 oder weniger,w
1288,Leyana,4 oder weniger,w
1289,Leylani,4 oder weniger,w
1290,Leyna,4 oder weniger,w
1291,Lía,4 oder weniger,w
1292,Lia-Maysa,4 oder weniger,w
1293,Liah,4 oder weniger,w
1294,Lian,4 oder weniger,w
1295,Lidia,4 oder weniger,w
1296,Lidiya,4 oder weniger,w
1297,Lieselotte,4 oder weniger,w
1298,Lif,4 oder weniger,w
1299,Lijara,4 oder weniger,w
1300,Lila,4 oder weniger,w
1301,Lilan,4 oder weniger,w
1302,Lilani,4 oder weniger,w
1303,Lili,4 oder weniger,w
1304,Lilian,4 oder weniger,w
1305,Liliane,4 oder weniger,w
1306,Lilibet,4 oder weniger,w
1307,Lilien,4 oder weniger,w
1308,Liliya,4 oder weniger,w
1309,Lille,4 oder weniger,w
1310,Lillia,4 oder weniger,w
1311,Lilliana,4 oder weniger,w
1312,Lillie,4 oder weniger,w
1313,Lilly-Marie,4 oder weniger,w
1314,Lilo,4 oder weniger,w
1315,Lilou,4 oder weniger,w
1316,Lily-Rose,4 oder weniger,w
1317,Lilya,4 oder weniger,w
1318,Lima,4 oder weniger,w
1319,Limea,4 oder weniger,w
1320,Limona,4 oder weniger,w
1321,Lin,4 oder weniger,w
1322,Lina-Sophie,4 oder weniger,w
1323,Linea,4 oder weniger,w
1324,Linn,4 oder weniger,w
1325,Linnea,4 oder weniger,w
1326,Lioba,4 oder weniger,w
1327,Liona,4 oder weniger,w
1328,Lirika,4 oder weniger,w
1329,Lisanne,4 oder weniger,w
1330,Lise,4 oder weniger,w
1331,Liubov,4 oder weniger,w
1332,Liva,4 oder weniger,w
1333,Liyah,4 oder weniger,w
1334,Liyana,4 oder weniger,w
1335,Liyara,4 oder weniger,w
1336,Liz,4 oder weniger,w
1337,Liza,4 oder weniger,w
1338,Lizay,4 oder weniger,w
1339,Lizelotte,4 oder weniger,w
1340,Loela,4 oder weniger,w
1341,Loki,4 oder weniger,w
1342,Lola-Marie,4 oder weniger,w
1343,Lora,4 oder weniger,w
1344,Loreen,4 oder weniger,w
1345,Lorelei,4 oder weniger,w
1346,Loreta,4 oder weniger,w
1347,Lori,4 oder weniger,w
1348,Lorie,4 oder weniger,w
1349,Lorin,4 oder weniger,w
1350,Lou,4 oder weniger,w
1351,Louma,4 oder weniger,w
1352,Louna,4 oder weniger,w
1353,Lovis,4 oder weniger,w
1354,Lua,4 oder weniger,w
1355,Luanne,4 oder weniger,w
1356,Lubna,4 oder weniger,w
1357,Lubov,4 oder weniger,w
1358,Luca,4 oder weniger,w
1359,Lucía,4 oder weniger,w
1360,Luciana,4 oder weniger,w
1361,Lucija,4 oder weniger,w
1362,Lucile,4 oder weniger,w
1363,Lucille,4 oder weniger,w
1364,Lucinda,4 oder weniger,w
1365,Łucja,4 oder weniger,w
1366,Ludmilla,4 oder weniger,w
1367,Luena,4 oder weniger,w
1368,Luiza,4 oder weniger,w
1369,Lulia,4 oder weniger,w
1370,Luliana,4 oder weniger,w
1371,Lumi,4 oder weniger,w
1372,Luna-Sky,4 oder weniger,w
1373,Lura,4 oder weniger,w
1374,Luzia,4 oder weniger,w
1375,Lya,4 oder weniger,w
1376,Lya-Lou,4 oder weniger,w
1377,Lyan,4 oder weniger,w
1378,Lydia,4 oder weniger,w
1379,Lylian,4 oder weniger,w
1380,Lynn,4 oder weniger,w
1381,Lyubov,4 oder weniger,w
1382,Maddalena,4 oder weniger,w
1383,Madeleine,4 oder weniger,w
1384,Madhavi,4 oder weniger,w
1385,Madison,4 oder weniger,w
1386,Madita,4 oder weniger,w
1387,Maditha,4 oder weniger,w
1388,Mae,4 oder weniger,w
1389,Maela,4 oder weniger,w
1390,Maëlys,4 oder weniger,w
1391,Maeve,4 oder weniger,w
1392,Magfira,4 oder weniger,w
1393,Mahalia,4 oder weniger,w
1394,Mahati,4 oder weniger,w
1395,Mahira,4 oder weniger,w
1396,Mahsa,4 oder weniger,w
1397,Mahya,4 oder weniger,w
1398,Maia,4 oder weniger,w
1399,Maiia,4 oder weniger,w
1400,Maike,4 oder weniger,w
1401,Maila,4 oder weniger,w
1402,Mailin,4 oder weniger,w
1403,Maïlys,4 oder weniger,w
1404,Maira,4 oder weniger,w
1405,Maite,4 oder weniger,w
1406,Majla,4 oder weniger,w
1407,Majra,4 oder weniger,w
1408,Majvi,4 oder weniger,w
1409,Malak,4 oder weniger,w
1410,Malarta,4 oder weniger,w
1411,Maleya,4 oder weniger,w
1412,Mali,4 oder weniger,w
1413,Maliah,4 oder weniger,w
1414,Malihé,4 oder weniger,w
1415,Malin,4 oder weniger,w
1416,Maliya,4 oder weniger,w
1417,Maliyah,4 oder weniger,w
1418,Malou-Emilia,4 oder weniger,w
1419,Malu,4 oder weniger,w
1420,Malwine,4 oder weniger,w
1421,Malya,4 oder weniger,w
1422,Maman,4 oder weniger,w
1423,Mame,4 oder weniger,w
1424,Manassa,4 oder weniger,w
1425,Maneeha,4 oder weniger,w
1426,Manha,4 oder weniger,w
1427,Manja,4 oder weniger,w
1428,Manolya,4 oder weniger,w
1429,Manuela,4 oder weniger,w
1430,Mar,4 oder weniger,w
1431,Mara-Seker,4 oder weniger,w
1432,Marah,4 oder weniger,w
1433,Maranatha,4 oder weniger,w
1434,Maraya,4 oder weniger,w
1435,Marcela,4 oder weniger,w
1436,Marcella,4 oder weniger,w
1437,Mareike,4 oder weniger,w
1438,Marelie,4 oder weniger,w
1439,Margareta,4 oder weniger,w
1440,Margarete,4 oder weniger,w
1441,Margarethe,4 oder weniger,w
1442,Margherita,4 oder weniger,w
1443,Margot,4 oder weniger,w
1444,Mari,4 oder weniger,w
1445,Maria-Antonia,4 oder weniger,w
1446,Maria-Emilia,4 oder weniger,w
1447,Maria-Iris,4 oder weniger,w
1448,Maria-Larisa,4 oder weniger,w
1449,Maria-Magdalena,4 oder weniger,w
1450,Marialena,4 oder weniger,w
1451,Mariama,4 oder weniger,w
1452,Mariana,4 oder weniger,w
1453,Marianna,4 oder weniger,w
1454,Marianne,4 oder weniger,w
1455,Maribella,4 oder weniger,w
1456,Marie-Charlotte,4 oder weniger,w
1457,Marie-Sophie,4 oder weniger,w
1458,Mariela,4 oder weniger,w
1459,Mariesofie,4 oder weniger,w
1460,Marietta,4 oder weniger,w
1461,Marigold,4 oder weniger,w
1462,Marija,4 oder weniger,w
1463,Marijela,4 oder weniger,w
1464,Marilena,4 oder weniger,w
1465,Marilie,4 oder weniger,w
1466,Marisa,4 oder weniger,w
1467,Marisol,4 oder weniger,w
1468,Marissa,4 oder weniger,w
1469,Marita,4 oder weniger,w
1470,Mariya,4 oder weniger,w
1471,Markella,4 oder weniger,w
1472,Marlea,4 oder weniger,w
1473,Marleen,4 oder weniger,w
1474,Marlen,4 oder weniger,w
1475,Marlena,4 oder weniger,w
1476,Marley,4 oder weniger,w
1477,Marlie,4 oder weniger,w
1478,Marlies,4 oder weniger,w
1479,Marlis,4 oder weniger,w
1480,Marlou,4 oder weniger,w
1481,Marly,4 oder weniger,w
1482,Marwa,4 oder weniger,w
1483,Mary,4 oder weniger,w
1484,Marya,4 oder weniger,w
1485,Maša,4 oder weniger,w
1486,Masal,4 oder weniger,w
1487,Masha,4 oder weniger,w
1488,Masooma,4 oder weniger,w
1489,Matea,4 oder weniger,w
1490,Mateja,4 oder weniger,w
1491,Mathea,4 oder weniger,w
1492,Mathilde,4 oder weniger,w
1493,Matija,4 oder weniger,w
1494,Matilde,4 oder weniger,w
1495,Mattea,4 oder weniger,w
1496,Maty-Ndeye,4 oder weniger,w
1497,Mavi,4 oder weniger,w
1498,Maxi,4 oder weniger,w
1499,Maxie,4 oder weniger,w
1500,Maxima,4 oder weniger,w
1501,Maximilia,4 oder weniger,w
1502,Maxine,4 oder weniger,w
1503,Maya-Christina,4 oder weniger,w
1504,Mayada,4 oder weniger,w
1505,Mayar,4 oder weniger,w
1506,Maylina,4 oder weniger,w
1507,Maylis,4 oder weniger,w
1508,Mayra,4 oder weniger,w
1509,Mayrella,4 oder weniger,w
1510,Mayumi,4 oder weniger,w
1511,Medea,4 oder weniger,w
1512,Meera,4 oder weniger,w
1513,Megan-Rose,4 oder weniger,w
1514,Mehar,4 oder weniger,w
1515,Meher,4 oder weniger,w
1516,Mei,4 oder weniger,w
1517,Melania,4 oder weniger,w
1518,Melanie,4 oder weniger,w
1519,Melek,4 oder weniger,w
1520,Melia,4 oder weniger,w
1521,Meliah,4 oder weniger,w
1522,Melin,4 oder weniger,w
1523,Melinda,4 oder weniger,w
1524,Melis,4 oder weniger,w
1525,Melisa,4 oder weniger,w
1526,Melisha,4 oder weniger,w
1527,Mella,4 oder weniger,w
1528,Melodi,4 oder weniger,w
1529,Melody,4 oder weniger,w
1530,Melonie,4 oder weniger,w
1531,Melorin,4 oder weniger,w
1532,Mena,4 oder weniger,w
1533,Menessa,4 oder weniger,w
1534,Mengxi,4 oder weniger,w
1535,Mercy,4 oder weniger,w
1536,Meret,4 oder weniger,w
1537,Merita,4 oder weniger,w
1538,Merjem,4 oder weniger,w
1539,Meryam,4 oder weniger,w
1540,Metchawit,4 oder weniger,w
1541,Meva,4 oder weniger,w
1542,Mia-Isabella,4 oder weniger,w
1543,Mia-Marija,4 oder weniger,w
1544,Mia-Sophie,4 oder weniger,w
1545,Mica,4 oder weniger,w
1546,Micah,4 oder weniger,w
1547,Michaela,4 oder weniger,w
1548,Michelle,4 oder weniger,w
1549,Mieke,4 oder weniger,w
1550,Mija,4 oder weniger,w
1551,Mika,4 oder weniger,w
1552,Mila-Linh,4 oder weniger,w
1553,Milana,4 oder weniger,w
1554,Milay,4 oder weniger,w
1555,Milea,4 oder weniger,w
1556,Milica,4 oder weniger,w
1557,Milie,4 oder weniger,w
1558,Millie,4 oder weniger,w
1559,Milou,4 oder weniger,w
1560,Miloū,4 oder weniger,w
1561,Mimi,4 oder weniger,w
1562,Minah,4 oder weniger,w
1563,Mine,4 oder weniger,w
1564,Minea,4 oder weniger,w
1565,Minela,4 oder weniger,w
1566,Minerva,4 oder weniger,w
1567,Minh,4 oder weniger,w
1568,Minna,4 oder weniger,w
1569,Minoo,4 oder weniger,w
1570,Minsa,4 oder weniger,w
1571,Minu,4 oder weniger,w
1572,Mirabel,4 oder weniger,w
1573,Mirabella,4 oder weniger,w
1574,Miracle,4 oder weniger,w
1575,Miraya,4 oder weniger,w
1576,Mirela-Ioana,4 oder weniger,w
1577,Mireya,4 oder weniger,w
1578,Mirna,4 oder weniger,w
1579,Miruna,4 oder weniger,w
1580,Mirva,4 oder weniger,w
1581,Mislina,4 oder weniger,w
1582,Mithra,4 oder weniger,w
1583,Miyuka,4 oder weniger,w
1584,Mjalta,4 oder weniger,w
1585,Moana,4 oder weniger,w
1586,Mohadisa,4 oder weniger,w
1587,Mohra,4 oder weniger,w
1588,Momo,4 oder weniger,w
1589,Momoka,4 oder weniger,w
1590,Monica,4 oder weniger,w
1591,Monika,4 oder weniger,w
1592,Morena,4 oder weniger,w
1593,Motasha,4 oder weniger,w
1594,Mukisa,4 oder weniger,w
1595,Mulan,4 oder weniger,w
1596,Mumtas,4 oder weniger,w
1597,Muna,4 oder weniger,w
1598,Munachimso,4 oder weniger,w
1599,Munaya,4 oder weniger,w
1600,Munira,4 oder weniger,w
1601,Murael,4 oder weniger,w
1602,Muraela,4 oder weniger,w
1603,Mushtaq,4 oder weniger,w
1604,Muwada,4 oder weniger,w
1605,Myla,4 oder weniger,w
1606,Mymunah,4 oder weniger,w
1607,Myra,4 oder weniger,w
1608,Myroslava,4 oder weniger,w
1609,Naaz,4 oder weniger,w
1610,Nabila,4 oder weniger,w
1611,Nada,4 oder weniger,w
1612,Nadezhda,4 oder weniger,w
1613,Nadia,4 oder weniger,w
1614,Nadina,4 oder weniger,w
1615,Nadine,4 oder weniger,w
1616,Nadirah,4 oder weniger,w
1617,Nadja,4 oder weniger,w
1618,Nadra,4 oder weniger,w
1619,Nadya,4 oder weniger,w
1620,Naemi,4 oder weniger,w
1621,Nahier,4 oder weniger,w
1622,Nahla,4 oder weniger,w
1623,Naida,4 oder weniger,w
1624,Naike,4 oder weniger,w
1625,Naila,4 oder weniger,w
1626,Naïma,4 oder weniger,w
1627,Naira,4 oder weniger,w
1628,Nala,4 oder weniger,w
1629,Nalah,4 oder weniger,w
1630,Nalia,4 oder weniger,w
1631,Nalin,4 oder weniger,w
1632,Nandin,4 oder weniger,w
1633,Naomi-Maria,4 oder weniger,w
1634,Nara,4 oder weniger,w
1635,Narah,4 oder weniger,w
1636,Nargis,4 oder weniger,w
1637,Narin,4 oder weniger,w
1638,Natali,4 oder weniger,w
1639,Natalia-Ioana,4 oder weniger,w
1640,Natalie,4 oder weniger,w
1641,Natalija,4 oder weniger,w
1642,Natascha,4 oder weniger,w
1643,Nathalie,4 oder weniger,w
1644,Nava,4 oder weniger,w
1645,Nawal,4 oder weniger,w
1646,Nayeli,4 oder weniger,w
1647,Nayra,4 oder weniger,w
1648,Nazli,4 oder weniger,w
1649,Nea,4 oder weniger,w
1650,Neda,4 oder weniger,w
1651,Neerja,4 oder weniger,w
1652,Neha,4 oder weniger,w
1653,Nehir,4 oder weniger,w
1654,Nejla,4 oder weniger,w
1655,Nejra,4 oder weniger,w
1656,Nektaria,4 oder weniger,w
1657,Nel,4 oder weniger,w
1658,Nell,4 oder weniger,w
1659,Nelly,4 oder weniger,w
1660,Nermin,4 oder weniger,w
1661,Neva,4 oder weniger,w
1662,Ngoc,4 oder weniger,w
1663,Nhật,4 oder weniger,w
1664,Niaa,4 oder weniger,w
1665,Nica,4 oder weniger,w
1666,Nicola,4 oder weniger,w
1667,Nicole,4 oder weniger,w
1668,Nieke,4 oder weniger,w
1669,Nieves,4 oder weniger,w
1670,Nihal,4 oder weniger,w
1671,Nike,4 oder weniger,w
1672,Nikol,4 oder weniger,w
1673,Nikoleta,4 oder weniger,w
1674,Nikolina,4 oder weniger,w
1675,Nil,4 oder weniger,w
1676,Nila,4 oder weniger,w
1677,Nilam,4 oder weniger,w
1678,Nili,4 oder weniger,w
1679,Nima,4 oder weniger,w
1680,Nino,4 oder weniger,w
1681,Nirvi,4 oder weniger,w
1682,Nisah,4 oder weniger,w
1683,Nitya,4 oder weniger,w
1684,Niya,4 oder weniger,w
1685,Niyah,4 oder weniger,w
1686,Nmadiya,4 oder weniger,w
1687,Noela,4 oder weniger,w
1688,Noelia,4 oder weniger,w
1689,Noha,4 oder weniger,w
1690,Nola,4 oder weniger,w
1691,Noomi,4 oder weniger,w
1692,Noor,4 oder weniger,w
1693,Noora,4 oder weniger,w
1694,Norah,4 oder weniger,w
1695,Nori,4 oder weniger,w
