_id,Vorname,Anzahl,Geschlecht
1021,Asja,4 oder weniger,w
1022,Aslyn,4 oder weniger,w
1023,Asma,4 oder weniger,w
1024,Asra,4 oder weniger,w
1025,Assiel,4 oder weniger,w
1026,Assya,4 oder weniger,w
1027,Astra,4 oder weniger,w
1028,Ata,4 oder weniger,m
1029,Atay,4 oder weniger,m
1030,Atdhe,4 oder weniger,m
1031,Atena,4 oder weniger,w
1032,Ates,4 oder weniger,m
1033,Ateş,4 oder weniger,m
1034,Athanasios,4 oder weniger,m
1035,Atharv,4 oder weniger,m
1036,Athina,4 oder weniger,w
1037,Atina,4 oder weniger,w
1038,Atlas,4 oder weniger,m
1039,Atrin,4 oder weniger,w
1040,Atticus,4 oder weniger,m
1041,Attilio,4 oder weniger,m
1042,Attley,4 oder weniger,m
1043,Audrey,4 oder weniger,w
1044,Augusta,4 oder weniger,w
1045,Auguste,4 oder weniger,m
1046,Augustin,4 oder weniger,m
1047,Augustinus,4 oder weniger,m
1048,Augustus,4 oder weniger,m
1049,Aulona,4 oder weniger,w
1050,Aun,4 oder weniger,m
1051,Aura,4 oder weniger,w
1052,Aurel,4 oder weniger,m
1053,Aurela,4 oder weniger,w
1054,Aurelian,4 oder weniger,m
1055,Aurelio,4 oder weniger,m
1056,Aurelius,4 oder weniger,m
1057,Aurél-Victor,4 oder weniger,m
1058,Auri,4 oder weniger,w
1059,Auron,4 oder weniger,m
1060,Aurona,4 oder weniger,w
1061,Avaan,4 oder weniger,m
1062,Ava-Marlena,4 oder weniger,w
1063,Ava-Maximilia,4 oder weniger,w
1064,Avan,4 oder weniger,m
1065,Avand,4 oder weniger,m
1066,Avanya,4 oder weniger,w
1067,Avelina,4 oder weniger,w
1068,Aventus,4 oder weniger,m
1069,Avery,4 oder weniger,w
1070,Avet,4 oder weniger,m
1071,Avi,4 oder weniger,m
1072,Avie,4 oder weniger,w
1073,Aviel,4 oder weniger,m
1074,Avienna,4 oder weniger,w
1075,Avin,4 oder weniger,w
1076,Avy,4 oder weniger,m
1077,Avyaan,4 oder weniger,m
1078,Avyan,4 oder weniger,m
1079,Avyay,4 oder weniger,m
1080,Avyukt,4 oder weniger,m
1081,Awa,4 oder weniger,w
1082,Awais,4 oder weniger,m
1083,Axel,4 oder weniger,m
1084,Ayaan,4 oder weniger,m
1085,Ayan,4 oder weniger,m
1086,Ayana,4 oder weniger,w
1087,Ayan-George,4 oder weniger,m
1088,Ayansh,4 oder weniger,m
1089,Ayanshi,4 oder weniger,w
1090,Ayas,4 oder weniger,m
1091,Ayat,4 oder weniger,w
1092,Aybüke,4 oder weniger,w
1093,Ayda,4 oder weniger,w
1094,Ayden,4 oder weniger,m
1095,Ayesha,4 oder weniger,w
1096,Ayham,4 oder weniger,m
1097,Ayhan,4 oder weniger,m
1098,Ayleen,4 oder weniger,w
1099,Aylin,4 oder weniger,w
1100,Aylin-Elena,4 oder weniger,w
1101,Aylis,4 oder weniger,w
1102,Ayliz,4 oder weniger,w
1103,Ayman,4 oder weniger,m
1104,Ayngel,4 oder weniger,w
1105,Aynura,4 oder weniger,w
1106,Ayse,4 oder weniger,w
1107,Ayshe,4 oder weniger,w
1108,Ayumi,4 oder weniger,w
1109,Ayushman,4 oder weniger,m
1110,Ayzal,4 oder weniger,w
1111,Azaan,4 oder weniger,m
1112,Azam,4 oder weniger,m
1113,Azat,4 oder weniger,m
1114,Azim,4 oder weniger,m
1115,Aziz,4 oder weniger,m
1116,Azlan,4 oder weniger,m
1117,Babak,4 oder weniger,m
1118,Bade,4 oder weniger,w
1119,Bader,4 oder weniger,m
1120,Bahar,4 oder weniger,w
1121,Bahram,4 oder weniger,m
1122,Baki-Rio,4 oder weniger,m
1123,Balder,4 oder weniger,m
1124,Baldur,4 oder weniger,m
1125,Balša,4 oder weniger,m
1126,Balthasar,4 oder weniger,m
1127,Balthazar,4 oder weniger,m
1128,Bambi,4 oder weniger,w
1129,Bane,4 oder weniger,m
1130,Banks,4 oder weniger,m
1131,Bảo,4 oder weniger,m
1132,Baran,4 oder weniger,m
1133,Bardh,4 oder weniger,m
1134,Baris,4 oder weniger,m
1135,Barkha,4 oder weniger,w
1136,Barna,4 oder weniger,m
1137,Bartholomäus,4 oder weniger,m
1138,Bartu,4 oder weniger,m
1139,Basit,4 oder weniger,m
1140,Basset,4 oder weniger,m
1141,Bato,4 oder weniger,m
1142,Batu,4 oder weniger,m
1143,Batuhan,4 oder weniger,m
1144,Baya,4 oder weniger,w
1145,Bayan,4 oder weniger,w
1146,Beatrice,4 oder weniger,w
1147,Behram,4 oder weniger,m
1148,Bejina,4 oder weniger,w
1149,Bekir,4 oder weniger,m
1150,Bela,4 oder weniger,m
1151,Belinay,4 oder weniger,w
1152,Belinda,4 oder weniger,w
1153,Bella,4 oder weniger,w
1154,Bella-Eleonor,4 oder weniger,w
1155,Belmin,4 oder weniger,m
1156,Beltrán,4 oder weniger,m
1157,Benazir,4 oder weniger,w
1158,Benedict,4 oder weniger,m
1159,Benedikte,4 oder weniger,w
1160,Benito,4 oder weniger,m
1161,Benjámin,4 oder weniger,m
1162,Bennet,4 oder weniger,m
1163,Bennett,4 oder weniger,m
1164,Bennik,4 oder weniger,m
1165,Ben-Ralf,4 oder weniger,m
1166,Bente,4 oder weniger,w
1167,Benyamin,4 oder weniger,m
1168,Berat,4 oder weniger,m
1169,Beren,4 oder weniger,w
1170,Beril,4 oder weniger,w
1171,Berin,4 oder weniger,m
1172,Berina,4 oder weniger,w
1173,Beritan,4 oder weniger,w
1174,Berk,4 oder weniger,m
1175,Berkan,4 oder weniger,m
1176,Berkcan,4 oder weniger,m
1177,Berna,4 oder weniger,w
1178,Bertil,4 oder weniger,m
1179,Béryl,4 oder weniger,w
1180,Besmira,4 oder weniger,w
1181,Betelhem,4 oder weniger,w
1182,Bethany,4 oder weniger,w
1183,Beya,4 oder weniger,w
1184,Beyhan,4 oder weniger,m
1185,Bhavigna,4 oder weniger,w
1186,Bhuvan,4 oder weniger,m
1187,Bianca,4 oder weniger,w
1188,Bibi,4 oder weniger,w
1189,Bidur,4 oder weniger,w
1190,Bilan,4 oder weniger,w
1191,Bilge,4 oder weniger,w
1192,Bill,4 oder weniger,m
1193,Binsa,4 oder weniger,w
1194,Bintou,4 oder weniger,w
1195,Bitaniya,4 oder weniger,w
1196,Bjarne,4 oder weniger,m
1197,Bjorn,4 oder weniger,m
1198,Björn,4 oder weniger,m
1199,Blanka,4 oder weniger,w
1200,Blendi,4 oder weniger,m
1201,Blin,4 oder weniger,m
1202,Bohdan,4 oder weniger,m
1203,Bojan,4 oder weniger,m
1204,Bojidara,4 oder weniger,w
1205,Boldizsár,4 oder weniger,m
1206,Bonnie,4 oder weniger,w
1207,Bora,4 oder weniger,w
1208,Bora,4 oder weniger,m
1209,Boris,4 oder weniger,m
1210,Bosco,4 oder weniger,m
1211,Bouchra,4 oder weniger,w
1212,Bozhidara,4 oder weniger,w
1213,Brando,4 oder weniger,m
1214,Brian,4 oder weniger,m
1215,Brianna-Maria,4 oder weniger,w
1216,Bron,4 oder weniger,m
1217,Bruna,4 oder weniger,w
1218,Bryan,4 oder weniger,m
1219,Bulut,4 oder weniger,m
1220,Burak,4 oder weniger,m
1221,Buray,4 oder weniger,m
1222,Burhan,4 oder weniger,m
1223,Bushra,4 oder weniger,w
1224,Caecilia,4 oder weniger,w
1225,Caelan,4 oder weniger,m
1226,Çağhan,4 oder weniger,m
1227,Cai,4 oder weniger,m
1228,Caia,4 oder weniger,w
1229,Caio,4 oder weniger,m
1230,Caitlyn,4 oder weniger,w
1231,Caleo,4 oder weniger,m
1232,Calvin,4 oder weniger,m
1233,Camie,4 oder weniger,w
1234,Camila,4 oder weniger,w
1235,Camilia,4 oder weniger,w
1236,Camilla,4 oder weniger,w
1237,Camille,4 oder weniger,w
1238,Camille,4 oder weniger,m
1239,Camillo,4 oder weniger,m
1240,Camina,4 oder weniger,w
1241,Candice,4 oder weniger,w
1242,Cara,4 oder weniger,w
1243,Carina,4 oder weniger,w
1244,Carl-Leo,4 oder weniger,m
1245,Carlo-Felix,4 oder weniger,m
1246,Carlos,4 oder weniger,m
1247,Carlota,4 oder weniger,w
1248,Carmela,4 oder weniger,w
1249,Carmen,4 oder weniger,w
1250,Caroline,4 oder weniger,w
1251,Carolynn,4 oder weniger,w
1252,Casey,4 oder weniger,w
1253,Casimir,4 oder weniger,m
1254,Caspian,4 oder weniger,m
1255,Cát,4 oder weniger,m
1256,Cataleya,4 oder weniger,w
1257,Cataleya-Milena,4 oder weniger,w
1258,Cataleya-Natalia,4 oder weniger,w
1259,Catalina,4 oder weniger,w
1260,Catarina,4 oder weniger,w
1261,Cathaleya,4 oder weniger,w
1262,Catharina,4 oder weniger,w
1263,Catherine,4 oder weniger,w
1264,Catrina,4 oder weniger,w
1265,Cedric,4 oder weniger,m
1266,Celeste,4 oder weniger,w
1267,Céleste,4 oder weniger,w
1268,Celia,4 oder weniger,w
1269,Celin,4 oder weniger,w
1270,Célina,4 oder weniger,w
1271,Cemal,4 oder weniger,m
1272,Cennet,4 oder weniger,w
1273,César,4 oder weniger,m
1274,Cevdet,4 oder weniger,m
1275,Ceyda,4 oder weniger,w
1276,Ceyla,4 oder weniger,w
1277,Ceylin,4 oder weniger,w
1278,Cezar,4 oder weniger,m
1279,Chaitrika,4 oder weniger,w
1280,Chantina-Michelle,4 oder weniger,w
1281,Chara,4 oder weniger,w
1282,Charalampos,4 oder weniger,m
1283,Charbel,4 oder weniger,m
1284,Charles,4 oder weniger,m
1285,Charlie,4 oder weniger,w
1286,Charlott,4 oder weniger,w
1287,Charlotta,4 oder weniger,w
1288,Charly,4 oder weniger,m
1289,Chavdar,4 oder weniger,m
1290,Chavin,4 oder weniger,m
1291,Chawan,4 oder weniger,w
1292,Chengis,4 oder weniger,m
1293,Chernor,4 oder weniger,m
1294,Chi,4 oder weniger,m
1295,Chika,4 oder weniger,w
1296,Chikaima,4 oder weniger,w
1297,Chimdindu,4 oder weniger,w
1298,Chimdinma,4 oder weniger,w
1299,Chimechefulam,4 oder weniger,m
1300,Chimkasi,4 oder weniger,m
1301,Chiwendu,4 oder weniger,w
1302,Chloé,4 oder weniger,w
1303,Chris,4 oder weniger,m
1304,Christoph,4 oder weniger,m
1305,Christopher,4 oder weniger,m
1306,Christos,4 oder weniger,m
1307,Chrysovalantis,4 oder weniger,m
1308,Chukwuebuka,4 oder weniger,m
1309,Chun-Li,4 oder weniger,w
1310,Ciel,4 oder weniger,m
1311,Cihangir,4 oder weniger,m
1312,Cilian,4 oder weniger,m
1313,Cinar,4 oder weniger,m
1314,Ciro,4 oder weniger,m
1315,Ciwano,4 oder weniger,m
1316,Çiyager,4 oder weniger,m
1317,Clair,4 oder weniger,w
1318,Claire,4 oder weniger,w
1319,Clara-Maria,4 oder weniger,w
1320,Clara-Muxin,4 oder weniger,w
1321,Clarissa,4 oder weniger,w
1322,Claudia,4 oder weniger,w
1323,Clea,4 oder weniger,w
1324,Cléa,4 oder weniger,w
1325,Clementine,4 oder weniger,w
1326,Cléo,4 oder weniger,w
1327,Cleopatra,4 oder weniger,w
1328,Coco,4 oder weniger,w
1329,Colin,4 oder weniger,m
1330,Colonel,4 oder weniger,m
1331,Confidence,4 oder weniger,w
1332,Conrad,4 oder weniger,m
1333,Constantin-Maximilian,4 oder weniger,m
1334,Constanza,4 oder weniger,w
1335,Constanze,4 oder weniger,w
1336,Cora,4 oder weniger,w
1337,Coralie,4 oder weniger,w
1338,Corbinian,4 oder weniger,m
1339,Cornelia,4 oder weniger,w
1340,Cornelius,4 oder weniger,m
1341,Cosimo,4 oder weniger,m
1342,Cristobal,4 oder weniger,m
1343,Cyara,4 oder weniger,w
1344,Dafina,4 oder weniger,w
1345,Daham,4 oder weniger,m
1346,Dahlia,4 oder weniger,w
1347,Dahn,4 oder weniger,w
1348,Daimens,4 oder weniger,m
1349,Daisy,4 oder weniger,w
1350,Dajjen,4 oder weniger,m
1351,Dajla,4 oder weniger,w
1352,Daksh,4 oder weniger,m
1353,Dalal,4 oder weniger,w
1354,Dalija,4 oder weniger,w
1355,Dalil,4 oder weniger,m
1356,Dalin,4 oder weniger,w
1357,Dalyan,4 oder weniger,m
1358,Damaris,4 oder weniger,w
1359,Damaris-Lidia,4 oder weniger,w
1360,Damas,4 oder weniger,w
1361,Damhat,4 oder weniger,m
1362,Damián,4 oder weniger,m
1363,Damir,4 oder weniger,m
1364,Damjan,4 oder weniger,m
1365,Damla,4 oder weniger,w
1366,Dan,4 oder weniger,m
1367,Dana,4 oder weniger,w
1368,Dandara,4 oder weniger,w
1369,Daner,4 oder weniger,m
1370,Danes,4 oder weniger,m
1371,Dania,4 oder weniger,w
1372,Daniels,4 oder weniger,m
1373,Daniil,4 oder weniger,m
1374,Danilo,4 oder weniger,m
1375,Danis,4 oder weniger,m
1376,Daniyal,4 oder weniger,m
1377,Danjel,4 oder weniger,m
1378,Danyal,4 oder weniger,m
1379,Daphnie,4 oder weniger,w
1380,Dar,4 oder weniger,m
1381,Dardan,4 oder weniger,m
1382,Daren,4 oder weniger,m
1383,Darija,4 oder weniger,w
1384,Darin,4 oder weniger,w
1385,Darin,4 oder weniger,m
1386,Darina,4 oder weniger,w
1387,Dario,4 oder weniger,m
1388,Daris,4 oder weniger,m
1389,Darius,4 oder weniger,m
1390,Dariya,4 oder weniger,w
1391,Darjo,4 oder weniger,m
1392,Darko,4 oder weniger,m
1393,Darwin,4 oder weniger,m
1394,Darya,4 oder weniger,w
1395,Daryna,4 oder weniger,w
1396,Datis,4 oder weniger,m
1397,Daud,4 oder weniger,m
1398,Dauda,4 oder weniger,m
1399,Davi,4 oder weniger,m
1400,Dávid,4 oder weniger,m
1401,Davide,4 oder weniger,m
1402,David-Levi,4 oder weniger,m
1403,Davin,4 oder weniger,m
1404,Davinci,4 oder weniger,m
1405,Davud,4 oder weniger,m
1406,Davyd,4 oder weniger,m
1407,Dawit,4 oder weniger,m
1408,Dawood,4 oder weniger,m
1409,Dayan,4 oder weniger,m
1410,Dea,4 oder weniger,w
1411,Dean,4 oder weniger,m
1412,Deborah,4 oder weniger,w
1413,Deeksh,4 oder weniger,m
1414,Deen,4 oder weniger,m
1415,Defne,4 oder weniger,w
1416,Deia,4 oder weniger,w
1417,Delayne,4 oder weniger,w
1418,Delia,4 oder weniger,w
1419,Delia-Noelle,4 oder weniger,w
1420,Delil,4 oder weniger,m
1421,Delin,4 oder weniger,w
1422,Delina,4 oder weniger,w
1423,Delja,4 oder weniger,w
1424,Delya,4 oder weniger,w
1425,Demian,4 oder weniger,m
1426,Demir,4 oder weniger,m
1427,Dena,4 oder weniger,w
1428,Denan,4 oder weniger,m
1429,Denil,4 oder weniger,m
1430,Denis,4 oder weniger,m
1431,Deniz,4 oder weniger,w
1432,Deniz,4 oder weniger,m
1433,Deniz-Natalia,4 oder weniger,w
1434,Denka,4 oder weniger,w
1435,Dennis,4 oder weniger,m
1436,Deon,4 oder weniger,m
1437,Deran,4 oder weniger,m
1438,Derek,4 oder weniger,m
1439,Derin,4 oder weniger,w
1440,Derya,4 oder weniger,w
1441,Desire,4 oder weniger,m
1442,Désirée,4 oder weniger,w
1443,Desitha,4 oder weniger,w
1444,Despina,4 oder weniger,w
1445,Despot,4 oder weniger,m
1446,Destiny,4 oder weniger,m
1447,Dev,4 oder weniger,m
1448,Devan,4 oder weniger,m
1449,Devano,4 oder weniger,m
1450,Devansh,4 oder weniger,m
1451,Devid,4 oder weniger,m
1452,Devin,4 oder weniger,w
1453,Devin,4 oder weniger,m
1454,Devran,4 oder weniger,m
1455,Dewayne,4 oder weniger,m
1456,Deyan,4 oder weniger,m
1457,Deyjah,4 oder weniger,w
1458,Deyyan,4 oder weniger,m
1459,Deyzi,4 oder weniger,w
1460,Dhanush,4 oder weniger,m
1461,Dhanvi,4 oder weniger,w
1462,Dharshanshaurya,4 oder weniger,m
1463,Dhriti,4 oder weniger,w
1464,Dhruv,4 oder weniger,m
1465,Dhyana,4 oder weniger,w
1466,Diaa,4 oder weniger,m
1467,Diamond,4 oder weniger,m
1468,Diamonds,4 oder weniger,m
1469,Dian,4 oder weniger,m
1470,Diana-Olympia,4 oder weniger,w
1471,Diar,4 oder weniger,m
1472,Diart,4 oder weniger,m
1473,Diell,4 oder weniger,m
1474,Diessa,4 oder weniger,w
1475,Dihaan,4 oder weniger,m
1476,Dila,4 oder weniger,w
1477,Dilan,4 oder weniger,m
1478,Dilara,4 oder weniger,w
1479,Dilet,4 oder weniger,w
1480,Dimitar,4 oder weniger,m
1481,Dimitra,4 oder weniger,w
1482,Dimitrios,4 oder weniger,m
1483,Dimyana,4 oder weniger,w
1484,Din,4 oder weniger,m
1485,Dina,4 oder weniger,w
1486,Dino,4 oder weniger,m
1487,Dion,4 oder weniger,m
1488,Diona,4 oder weniger,w
1489,Dior,4 oder weniger,m
1490,Divreen,4 oder weniger,w
1491,Divyanshi,4 oder weniger,w
1492,Diyan,4 oder weniger,m
1493,Diyar,4 oder weniger,m
1494,Diyo,4 oder weniger,m
1495,Djelli,4 oder weniger,m
1496,Djuradj,4 oder weniger,m
1497,Dldar,4 oder weniger,m
1498,Dljan,4 oder weniger,m
1499,Doah,4 oder weniger,w
1500,Doan,4 oder weniger,w
1501,Doga,4 oder weniger,w
1502,Doha,4 oder weniger,w
1503,Dolores,4 oder weniger,w
1504,Dominic-Vasile,4 oder weniger,m
1505,Dominika,4 oder weniger,w
1506,Doncho,4 oder weniger,m
1507,Donia,4 oder weniger,w
1508,Donika,4 oder weniger,w
1509,Donya,4 oder weniger,w
1510,Dora,4 oder weniger,w
1511,Đorđe,4 oder weniger,m
1512,Dorela,4 oder weniger,w
1513,Doris,4 oder weniger,w
1514,Dorka-Szofia,4 oder weniger,w
1515,Doron,4 oder weniger,w
1516,Dorotea,4 oder weniger,w
1517,Dorothea,4 oder weniger,w
1518,Dragana,4 oder weniger,w
1519,Dren,4 oder weniger,m
1520,Dua,4 oder weniger,m
1521,Duar,4 oder weniger,m
1522,Duc,4 oder weniger,m
1523,Ðức,4 oder weniger,m
1524,Duena,4 oder weniger,w
1525,Duje,4 oder weniger,m
1526,Dunja,4 oder weniger,w
1527,Dunya,4 oder weniger,w
1528,Dünya,4 oder weniger,w
1529,Dušan,4 oder weniger,m
1530,Duy,4 oder weniger,m
1531,Dylan,4 oder weniger,m
1532,Dynia,4 oder weniger,w
1533,Džan,4 oder weniger,m
1534,Dz̆enan,4 oder weniger,m
1535,Ebbo,4 oder weniger,m
1536,Ebenezer,4 oder weniger,m
1537,Ebrar,4 oder weniger,w
1538,Ebu,4 oder weniger,m
1539,Ebube,4 oder weniger,m
1540,Ecaterina,4 oder weniger,w
1541,Ece,4 oder weniger,w
1542,Ecrin,4 oder weniger,w
1543,Ectoras,4 oder weniger,m
1544,Edda,4 oder weniger,w
1545,Eddie,4 oder weniger,m
1546,Eddy,4 oder weniger,m
1547,Eden,4 oder weniger,m
1548,Edhem,4 oder weniger,m
1549,Edian,4 oder weniger,m
1550,Edin,4 oder weniger,m
1551,Edis,4 oder weniger,m
1552,Ediz,4 oder weniger,m
1553,Edmund,4 oder weniger,m
1554,Edna,4 oder weniger,w
1555,Edoardo,4 oder weniger,m
1556,Edona,4 oder weniger,w
1557,Édouard,4 oder weniger,m
1558,Eduard,4 oder weniger,m
1559,Edvard,4 oder weniger,m
1560,Edvin,4 oder weniger,m
1561,Edward-Matei,4 oder weniger,m
1562,Edwin,4 oder weniger,m
1563,Eera,4 oder weniger,w
1564,Efe,4 oder weniger,m
1565,Efenaldo,4 oder weniger,m
1566,Effrosyni,4 oder weniger,w
1567,Efil,4 oder weniger,w
1568,Efnan,4 oder weniger,w
1569,Efrat,4 oder weniger,m
1570,Eghosa,4 oder weniger,m
1571,Egon,4 oder weniger,m
1572,Ehaan,4 oder weniger,m
1573,Ehika,4 oder weniger,w
1574,Ehlimana,4 oder weniger,w
1575,Eilaiyah,4 oder weniger,w
1576,Eileen,4 oder weniger,w
1577,Ejona,4 oder weniger,w
1578,Ekai,4 oder weniger,m
1579,Ekain,4 oder weniger,m
1580,Ekatarina,4 oder weniger,w
1581,Ekjot,4 oder weniger,w
1582,Ekloan,4 oder weniger,m
1583,Elaina,4 oder weniger,w
1584,Elaine,4 oder weniger,w
1585,Elani,4 oder weniger,w
1586,Elanur,4 oder weniger,w
1587,Elay,4 oder weniger,m
1588,Elda,4 oder weniger,w
1589,Eldar,4 oder weniger,m
1590,Eldin,4 oder weniger,m
1591,Elea,4 oder weniger,w
1592,Eleanor,4 oder weniger,w
1593,Elen,4 oder weniger,w
1594,Elena-Gabriela,4 oder weniger,w
1595,Elenija,4 oder weniger,w
1596,Elenor,4 oder weniger,w
1597,Eleonor,4 oder weniger,w
1598,Eleonore,4 oder weniger,w
1599,Eleya,4 oder weniger,w
1600,Eleyna,4 oder weniger,w
1601,Eleysa,4 oder weniger,w
1602,Elfi,4 oder weniger,w
1603,Elfida,4 oder weniger,w
1604,Elham,4 oder weniger,m
1605,Eli,4 oder weniger,m
1606,Elia,4 oder weniger,w
1607,Eliane,4 oder weniger,w
1608,Eliano,4 oder weniger,m
1609,Elie,4 oder weniger,m
1610,Elieen,4 oder weniger,w
1611,Elieser,4 oder weniger,m
1612,Eliezer,4 oder weniger,m
1613,Eliia,4 oder weniger,w
1614,Elija,4 oder weniger,m
1615,Elijah,4 oder weniger,m
1616,Elijah-Samuel,4 oder weniger,m
1617,Elijas,4 oder weniger,m
1618,Elim,4 oder weniger,w
1619,Eline,4 oder weniger,w
1620,Elior,4 oder weniger,m
1621,Elira,4 oder weniger,w
1622,Elis,4 oder weniger,w
1623,Élisabeth,4 oder weniger,w
1624,Elisabetta,4 oder weniger,w
1625,Eliyah,4 oder weniger,m
1626,Eliyas,4 oder weniger,m
1627,Eliz,4 oder weniger,w
1628,Eliza,4 oder weniger,w
1629,Elizabeth,4 oder weniger,w
1630,Elizan,4 oder weniger,w
1631,Elizaveta,4 oder weniger,w
1632,Eljana,4 oder weniger,w
1633,Ella-Sophie,4 oder weniger,w
1634,Ellen,4 oder weniger,w
1635,Elli,4 oder weniger,w
1636,Ellia,4 oder weniger,w
1637,Elliot,4 oder weniger,m
1638,Ellis,4 oder weniger,w
1639,Elmar,4 oder weniger,m
1640,Elmedin,4 oder weniger,m
1641,Elmira,4 oder weniger,w
1642,Elmo,4 oder weniger,m
1643,Elnas,4 oder weniger,w
1644,Elodie,4 oder weniger,w
1645,Éloi,4 oder weniger,m
1646,Eloise,4 oder weniger,w
1647,Elon,4 oder weniger,m
1648,Elora,4 oder weniger,w
1649,Elpida,4 oder weniger,w
1650,Elshad,4 oder weniger,m
1651,Elsie,4 oder weniger,w
1652,Elsina,4 oder weniger,w
1653,Elvedin,4 oder weniger,m
1654,Elvin,4 oder weniger,m
1655,Elvira,4 oder weniger,w
1656,Elwin,4 oder weniger,m
1657,Elya,4 oder weniger,w
1658,Elyana,4 oder weniger,w
1659,Elyas,4 oder weniger,m
1660,Elyesa,4 oder weniger,m
1661,Elyn,4 oder weniger,w
1662,Elys,4 oder weniger,w
1663,Elysa,4 oder weniger,w
1664,Eman,4 oder weniger,m
1665,Emanullah,4 oder weniger,m
1666,Emée,4 oder weniger,w
1667,Emel,4 oder weniger,w
1668,Emelie,4 oder weniger,w
1669,Emiah,4 oder weniger,w
1670,Emiel,4 oder weniger,m
1671,Emika,4 oder weniger,w
1672,Émil,4 oder weniger,m
1673,Émile,4 oder weniger,m
1674,Emili,4 oder weniger,w
1675,Emiliano,4 oder weniger,m
1676,Émilien,4 oder weniger,m
1677,Emilija,4 oder weniger,w
1678,Emilios,4 oder weniger,m
1679,Emiljan,4 oder weniger,m
1680,Emina,4 oder weniger,w
1681,Emirhan,4 oder weniger,m
1682,Emmahadama,4 oder weniger,w
1683,Emma-Maria,4 oder weniger,w
1684,Emma-Maxine,4 oder weniger,w
1685,Emmanuel,4 oder weniger,m
1686,Emmeline,4 oder weniger,w
1687,Emmi,4 oder weniger,w
1688,Emmie,4 oder weniger,w
1689,Emna,4 oder weniger,w
1690,Emraan,4 oder weniger,m
1691,Emran,4 oder weniger,m
1692,Emre,4 oder weniger,m
1693,Emy,4 oder weniger,w
1694,En,4 oder weniger,w
1695,Ena,4 oder weniger,w
1696,Enabit,4 oder weniger,w
1697,Enan,4 oder weniger,m
1698,Ender,4 oder weniger,m
1699,Enea,4 oder weniger,m
1700,Eneas,4 oder weniger,m
1701,Eneko,4 oder weniger,m
1702,Eneo,4 oder weniger,m
1703,Eni,4 oder weniger,w
1704,Enie,4 oder weniger,w
1705,Ennio,4 oder weniger,m
1706,Enoh,4 oder weniger,m
1707,Enola,4 oder weniger,w
1708,Ensar,4 oder weniger,m
1709,Era,4 oder weniger,w
1710,Erda,4 oder weniger,w
1711,Eren,4 oder weniger,m
1712,Erfan,4 oder weniger,m
1713,Eri,4 oder weniger,w
1714,Erick-Sebastian,4 oder weniger,m
1715,Erietta,4 oder weniger,w
1716,Erika-Stefania,4 oder weniger,w
1717,Erik-Leander,4 oder weniger,m
1718,Erim,4 oder weniger,m
1719,Erin,4 oder weniger,w
1720,Erina,4 oder weniger,w
1721,Erion,4 oder weniger,m
1722,Erisa,4 oder weniger,w
1723,Erjona,4 oder weniger,w
1724,Erla,4 oder weniger,w
1725,Ermis,4 oder weniger,m
1726,Ernest,4 oder weniger,m
1727,Eros,4 oder weniger,m
1728,Ersa,4 oder weniger,w
1729,Ersin,4 oder weniger,m
1730,Erva,4 oder weniger,w
1731,Erwin,4 oder weniger,m
1732,Erzana,4 oder weniger,w
1733,Esa,4 oder weniger,m
1734,Esat-Mirza,4 oder weniger,m
1735,Esila,4 oder weniger,w
1736,Esime,4 oder weniger,w
1737,Eslem,4 oder weniger,w
1738,Eslin,4 oder weniger,w
1739,Esmée,4 oder weniger,w
1740,Esmeralda,4 oder weniger,w
1741,Esperanza,4 oder weniger,w
1742,Esra,4 oder weniger,w
1743,Esraa,4 oder weniger,w
1744,Essa,4 oder weniger,m
1745,Estelle,4 oder weniger,w
1746,Esther,4 oder weniger,w
1747,Ethan,4 oder weniger,m
1748,Ethanael,4 oder weniger,m
1749,Etta,4 oder weniger,w
1750,Ettore,4 oder weniger,m
1751,Eugen,4 oder weniger,m
1752,Evan,4 oder weniger,m
1753,Evangelina,4 oder weniger,w
1754,Evangelos,4 oder weniger,m
1755,Evanthia,4 oder weniger,w
1756,Evdokia,4 oder weniger,w
1757,Evelin,4 oder weniger,w
1758,Evelina,4 oder weniger,w
1759,Evelyn,4 oder weniger,w
1760,Evgnosia-Maria,4 oder weniger,w
1761,Evi,4 oder weniger,w
1762,Eviana,4 oder weniger,w
1763,Evidence,4 oder weniger,m
1764,Evren,4 oder weniger,m
1765,Excellent,4 oder weniger,m
1766,Eylül,4 oder weniger,w
1767,Eymen,4 oder weniger,m
1768,Eyosiyas,4 oder weniger,m
1769,Eyüp,4 oder weniger,m
1770,Ez,4 oder weniger,m
1771,Ezan,4 oder weniger,m
1772,Ezra,4 oder weniger,w
1773,Ezra,4 oder weniger,m
1774,Fabia,4 oder weniger,w
1775,Fabiana,4 oder weniger,w
1776,Fabienne,4 oder weniger,w
1777,Fabio,4 oder weniger,m
1778,Fábio,4 oder weniger,m
1779,Fabrice,4 oder weniger,m
1780,Faisal,4 oder weniger,m
1781,Faizan,4 oder weniger,m
1782,Falk,4 oder weniger,m
1783,Falko,4 oder weniger,m
1784,Fangyu,4 oder weniger,w
1785,Fanka,4 oder weniger,w
1786,Fanny,4 oder weniger,w
1787,Farah,4 oder weniger,w
1788,Farell,4 oder weniger,m
1789,Fares,4 oder weniger,m
1790,Farida,4 oder weniger,w
1791,Faris,4 oder weniger,m
1792,Farman,4 oder weniger,m
